start_time,end_time,communicative_status_explanation,communicative_status,information_level_explanation,information_level,uncertainty_explanation,uncertainty,utterance_type_explanation,utterance_type,discursive_act_explanation,discursive_act,session,level,msg_idx,speaker,utterance
00:06:52.900,00:06:53.720,The instruction is clear and successfully communicated.,Success,The command 'now go through' involves task execution.,Task-Related,Direct command with confidence.,Certainty,"Command instruction: 'Okay, now go through.' is an imperative as it is an instruction directed towards Orange.",Imperative,Directive for Orange to go through.,Directive,2,Course1_Level4,264,Blue,"Okay, now go through."
00:06:53.060,00:06:53.780,"The response 'Okay, down.' is successfully communicated by reaffirming the intention.",Success,Acknowledges task-related directive and implies execution.,"Task-Related, Communication Management","A confirmed direction, indicating confidence.",Certainty,"Non-sentential: 'Okay, down.' serves as an acknowledgment following an instruction, functioning as a fragmentary response, fitting Non-Sentential.",Non-Sentential / Listener Response,Commit to Blue's directive.,Commit,2,Course1_Level4,265,Orange,"Okay, down."
00:06:54.260,00:06:56.320,The utterance shows abandoned thought ('--') and a correction ('I think this is where the portal comes in').,"Abandoned, Correction","'This is where the portal comes in' describes a game mechanic's role, indicating understanding of world rules.",World Rules,"'I think this is where the portal comes in' includes 'I think,' indicating hedging or uncertainty.",Hedging,"Statement of belief or plan: 'Okay, now -- okay, I think this is where the portal comes in.' indicates a thought process or belief, fitting as a Proposition.",Proposition,Offers a suggestion or realization about the portal's role in the current situation.,Offer/Option,2,Course1_Level4,266,Blue,"Okay, now -- okay, I think this is where the portal comes in."
00:06:54.740,00:06:55.140,'Uh-huh.' is a clear acknowledgment or agreement.,Success,"The utterance 'Uh-huh.' is a simple acknowledgment, confirming receipt or understanding of Blue's prior statement, thus serving a communication management role.",Communication Management,Simple acknowledgment without expressing uncertainty or certainty.,None,Acknowledging response 'Uh-huh' is a non-sentential fragment.,Non-Sentential / Listener Response,"Orange is acknowledging the previous statement with ""Uh-huh."".",Acknowledgement,2,Course1_Level4,267,Orange,Uh-huh.
00:06:56.420,00:06:57.600,"'Yeah, okay, there we go.' is a clear and complete acknowledgment.",Success,"The utterance 'Yeah, okay, there we go.' confirms understanding or acceptance of the current status or action taken, managing the conversational flow.",Communication Management,Simple acknowledgment without expressing uncertainty or certainty.,None,Repetition of understanding/affirmation of previous statements.,Repetition,"Blue indicates task progression with ""Yeah, okay, there we go."".",Confirmation/Status Marker,2,Course1_Level4,268,Blue,"Yeah, okay, there we go."
00:06:57.260,00:06:58.340,"'Oh, I see.' expresses understanding and is complete.",Success,"'Oh, I see.' is an acknowledgment or realization, contributing to communication management by affirming understanding.",Communication Management,Simple acknowledgment without expressing uncertainty or certainty.,None,"'Oh, I see' is an expression of realization, denoting emotion.",Exclamation,"Orange is expressing understanding or seeing something new clarified by the previous action with ""Oh, I see."".",Justification,2,Course1_Level4,269,Orange,"Oh, I see."
00:06:59.120,00:07:00.440,"'Oh wait, don't put down that one.' is a successful and clear directive.",Success,"The statement 'Oh wait, don't put down that one.' is a task-related command advising against a specific action, showing involvement in planning or action adjustments.",Task-Related,"Direct command to stop an action, no uncertainty or certainty.",None,Command not to perform an action.,Imperative,"Blue gives a directive by saying, ""Oh wait, don't put down that one."" directing their partner not to take an action.",Directive,2,Course1_Level4,270,Blue,"Oh wait, don't put down that one."
00:07:00.660,00:07:01.160,"'Um.' is uninterpretable by itself, with no clear meaning.",Uninterpretable,"The utterance 'Um.' is incomplete and lacks context to categorize further details, indicating ambiguity or hesitation, thus marked as needing more information.","Communication Management, Not Enough Information","Incomplete thought, ambiguous context.",Not Enough Information,Non-interruptive filler indicating hesitation or thinking.,Non-Sentential / Listener Response,"Blue has an ambiguous expression with ""Um."", possibly indicative of thinking or hesitation.",Expressive,2,Course1_Level4,271,Blue,Um.
00:07:01.460,00:07:01.900,"'Okay, go.' is a clear and complete instruction.",Success,"The word 'Okay' serves to manage communication flow, while 'go' serves as a task-oriented command to take action.","Task-Related, Communication Management",Clear command without expression of uncertainty or certainty.,None,Command to begin an action.,Imperative,"Blue is issuing a directive with ""Okay, go."" indicating the next action.",Directive,2,Course1_Level4,272,Blue,"Okay, go."
00:07:01.860,00:07:03.140,The initial thought 'Then --' ends with '--' and switches to a new directive 'then go back.',"Abandoned, Correction",The directive 'Then -- then go back.' suggests a task-related command or plan for moving or repositioning.,Task-Related,Clear command without expression of uncertainty or certainty.,None,'Then go back' is an imperative command.,Imperative,"Orange is giving a directive with ""Then -- then go back."" signaling a specific action.",Directive,2,Course1_Level4,273,Orange,Then -- then go back.
00:07:03.520,00:07:03.760,'Okay.' is a complete and clear acknowledgment.,Success,"The word 'Okay.' functions as a simple acknowledgment, confirming understanding or agreement, thus aiding in communication management.",Communication Management,Simple acknowledgment without expressing uncertainty or certainty.,None,"Acknowledges receipt or completion, meaningful despite being fragmentary.",Non-Sentential / Listener Response,"Orange expressing acknowledgment with ""Okay."" suggests a confirmation of understanding or readiness without task-specific value given.",Expressive,2,Course1_Level4,274,Orange,Okay.
00:07:03.800,00:07:04.100,The utterance 'Yeah.' is a complete and successfully conveyed thought.,Success,"""Yeah"" serves as an acknowledgment, confirming understanding.",Communication Management,'Yeah.' is a simple confirmation and does not express certainty or uncertainty.,None,The utterance 'Yeah' is non-sentential and functions as simple acknowledgment or agreement.,Non-Sentential / Listener Response,No specific discursive act; it's a filler response.,,2,Course1_Level4,275,Blue,Yeah.
00:07:04.880,00:07:05.120,The utterance 'Up.' is a complete instruction and conveys its intended meaning.,Success,"""Up"" implies a directive related to game navigation or task execution.",Task-Related,'Up.' is a simple command or direction without any expression of certainty or uncertainty.,None,"The word 'Up' isn't a complete sentence but indicates a direction, making it meaningful in context.",Non-Sentential / Listener Response,Directive for Blue to move up.,Directive,2,Course1_Level4,276,Orange,Up.
00:07:05.020,00:07:05.600,The utterance 'And then go through.' is a complete instruction and conveys its intended meaning.,Success,"""And then go through"" refers to a sequence in performing an in-game task or action.",Task-Related,'And then go through.' is a continuation of instructions with no expression of certainty or uncertainty.,None,"'And then go through' is a command or instruction, thus it's imperative.",Imperative,Directive for Orange to go through.,Directive,2,Course1_Level4,277,Blue,And then go through.
00:07:05.560,00:07:05.780,The utterance 'Yeah.' is a complete and successfully conveyed thought.,Success,"""Yeah"" is an agreement, managing conversational flow.",Communication Management,"'Yeah.' is an acknowledgment or agreement, with no clear expression of certainty or uncertainty.",None,The word 'Yeah' is a non-sentential response indicating agreement or acknowledgment.,Non-Sentential / Listener Response,Acknowledgment of Blue's directive.,Acknowledgement,2,Course1_Level4,278,Orange,Yeah.
